route_id,agency_id,route_short_name,route_long_name,route_desc,route_type,route_type2_id,valid_from,valid_until
124,2,"124","","WROCŁAW NOWY DWÓR (P+R) - Rogowska - TAT - Klecińska - Grabiszyńska - Stalowa - Grochowa - Zaporoska - Kamienna - Bardzka - Armii Krajowej - Tarnogajska - Gazowa - Opolska - Tyska - KSIĘŻE WIELKIE|KSIĘŻE WIELKIE - Opolska - Karwińska - Gazowa - Tarnogajska - Armii Krajowej - Bardzka - Kamienna - Zaporoska - Grochowa - Grabiszyńska - Klecińska - TAT - Rogowska - WROCŁAW NOWY DWÓR (P+R)",3,30,"2024-09-01","2999-01-01"
125,2,"125","","BROCHÓW - Chińska - Mościckiego - Gazowa - Tarnogajska - Armii Krajowej - Bardzka - Hubska - Sucha - Komandorska - Wielka - Krucza - Inżynierska - Hallera - Grabiszyńska - Solskiego - Mokronoska - TYNIECKA (PĘTLA)|TYNIECKA (PĘTLA) - Wiejska - Solskiego - Grabiszyńska - Hallera - Aleja Pracy - Inżynierska - Krucza - Wielka - Komandorska - Sucha - Hubska - Bardzka - Buforowa - Konduktorska - Centralna - Chińska - BROCHÓW",3,30,"2024-11-16","2999-01-01"
126,2,"126","","WOJSZYCKA - Wojszycka - Waligórskiego - Krzycka - Sowia - Skarbowców - Racławicka - Gajowicka - Hallera - Powstańców Śląskich - Zaporoska - Grabiszyńska - Klecińska - TAT - Chociebuska - Hermanowska - Koszalińska - Bystrzycka - Bajana - Lotnicza - Pilczycka - Kozanowska - KOZANÓW|KOZANÓW - Lotnicza - Bajana - Bystrzycka - Hermanowska - Gubińska - TAT - Klecińska - Grabiszyńska - Zaporoska - Powstańców Śląskich - Racławicka - Skarbowców - Sowia - Karkonoska - Waligórskiego - Wojszycka - WOJSZYCKA",3,30,"2024-10-05","2999-01-01"
127,2,"127","","ZWYCIĘSKA - Zwycięska - Ołtaszyńska - Wojszycka - Ślężna - Wiśniowa - Hallera - Gajowicka - Zaporoska - Tęczowa - Legnicka - Zachodnia - Poznańska - Długa - Starogroblowa - Popowicka - Pilczycka - Dokerska - Pilczycka - Maślicka - KOZIA|KOZIA - Pilczycka - Gwarecka - Dokerska - Kozanowska - Popowicka - Starogroblowa - Długa - Poznańska - Zachodnia - Rybacka - Legnicka - Tęczowa - Zaporoska - Gajowicka - Wiśniowa - Ślężna - Wojszycka - Ołtaszyńska - Zwycięska - ZWYCIĘSKA",3,30,"2024-11-17","2999-01-01"
128,2,"128 ","","WROCŁAW NOWY DWÓR (P+R) - Rogowska - Hermanowska - Koszalińska - Bystrzycka - Balonowa - Horbaczewskiego - Na Ostatnim Groszu - Legnicka - Popowicka - Starogroblowa - Długa - mosty Mieszczańskie - Dubois - Drobnera - Sienkiewicza - Wyszyńskiego - Aleja Kromera - Krzywoustego - Bora-Komorowskiego - Okulickiego - ZAKRZÓW|ZAKRZÓW - Bora-Komorowskiego - Krzywoustego - Aleja Kromera - Wyszyńskiego - Sienkiewicza - Drobnera - Dubois - Dmowskiego - Długa - Starogroblowa - Popowicka - Wejherowska - Legnicka - Orlińskiego - Horbaczewskiego - Bystrzycka - Hermanowska - Rogowska - WROCŁAW NOWY DWÓR (P+R)",3,30,"2024-10-26","2999-01-01"
129,2,"129","","PORT LOTNICZY - Graniczna - Brzezińskiego - Kaczorowskiego - Piołunowa - Jerzmanowska - Żernicka - Kołobrzeska - Koszalińska - Bystrzycka - Balonowa - Horbaczewskiego - Na Ostatnim Groszu - Legnicka - Popowicka - Milenijna - most Milenijny - Osobowicka - Broniewskiego - Żmigrodzka - Poświęcka - POŚWIĘCKA (OŚRODEK ZDROWIA)|POŚWIĘCKA (OŚRODEK ZDROWIA) - Kuklińskiego - Żmigrodzka - Broniewskiego - Bałtycka - Osobowicka - most Milenijny - Milenijna - Wejherowska - Legnicka - Orlińskiego - Horbaczewskiego - Bystrzycka - Hermanowska - Kołobrzeska - Żernicka - Jerzmanowska - Piołunowa - Kaczorowskiego - Brzezińskiego - Graniczna - PORT LOTNICZY",3,30,"2024-10-26","2999-01-01"
130,2,"130","","OSIEDLE SOBIESKIEGO - Królewska - Bora-Komorowskiego - Krzywoustego - Aleja Kromera - Boya-Żeleńskiego - Berenta - Kasprowicza - Żmigrodzka - Kamieńskiego - POLANOWICE|POLANOWICE - Żmigrodzka - Kasprowicza - Berenta - Aleja Kromera - Krzywoustego - Bora-Komorowskiego - Królewska - OSIEDLE SOBIESKIEGO",3,30,"2024-11-16","2999-01-01"
131,2,"131","","LITEWSKA - Litewska - Żmudzka - Kiełczowska - Krzywoustego - Brücknera - Kochanowskiego - pl. Grunwaldzki - rondo Reagana - Skłodowskiej-Curie - REJA|PL. GRUNWALDZKI - rondo Reagana - pl. Grunwaldzki - Kochanowskiego - Brücknera - Krzywoustego - Kiełczowska - Żmudzka - Litewska - LITEWSKA",3,30,"2024-09-01","2999-01-01"
132,2,"132","","OPORÓW - Grabiszyńska - Solskiego - Ibn Siny Awicenny - Stanisławowska - Mińska - TAT - Śrubowa - Legnicka - Kazimierza Wielkiego - Pomorska - pl. Powstańców Wielkopolskich - Trzebnicka - Kasprowicza - Berenta - Aleja Kromera - KROMERA|KROMERA - Boya-Żeleńskiego - Berenta - Kasprowicza - Żmigrodzka - Trzebnicka - pl. Powstańców Wielkopolskich - Pomorska - Nowy Świat - Legnicka - Strzegomska - TAT - Mińska - Stanisławowska - Ibn Siny Awicenny - Wiejska - Solskiego - Grabiszyńska - OPORÓW",3,30,"2024-09-01","2999-01-01"
133,2,"133","","BROCHÓW - Chińska - Centralna - Konduktorska - Buforowa - Bardzka - Armii Krajowej - Borowska - Kamienna - Powstańców Śląskich - Racławicka - Skarbowców - Sowia - Krzycka - Wałbrzyska - Czekoladowa - Francuska - ROD BIELANY|ROD BIELANY - Czekoladowa - Wałbrzyska - Krzycka - Sowia - Skarbowców - Racławicka - Gajowicka - Hallera - Powstańców Śląskich - Kamienna - Borowska - Armii Krajowej - Bardzka - Buforowa - Konduktorska - Centralna - Chińska - BROCHÓW",3,30,"2024-10-12","2999-01-01"
134,2,"134","","WROCŁAW NOWY DWÓR (P+R) - Rogowska - TAT - Klecińska - Grabiszyńska - Stalowa - Grochowa - Zaporoska - Kamienna - Bardzka - Armii Krajowej - Krakowska - Opolska - Tyska - KSIĘŻE WIELKIE|KSIĘŻE WIELKIE - Opolska - Krakowska - Aleja Wielkiej Wyspy - Armii Krajowej - Bardzka - Kamienna - Zaporoska - Grochowa - Grabiszyńska - Klecińska - TAT - Rogowska - WROCŁAW NOWY DWÓR (P+R)",3,30,"2024-09-14","2999-01-01"
136,2,"136","","TARNOGAJ - Tarnogajska - Gazowa - Świeradowska - Borowska - Armii Krajowej - Wiśniowa - Hallera - Klecińska - Na Ostatnim Groszu - Orlińskiego - Horbaczewskiego - Bystrzycka - Bajana - Górnicza - Gwarecka - Dokerska - Kozanowska - KOZANÓW|KOZANÓW - Dokerska - Pilczycka - Hutnicza - Bajana - Bystrzycka - Balonowa - Horbaczewskiego - Na Ostatnim Groszu - Estakada - Klecińska - Hallera - Wiśniowa - Armii Krajowej - Borowska - Świeradowska - Morwowa - Gazowa - TARNOGAJ",3,30,"2024-10-26","2999-01-01"
137,11,"137","","MOKRA - Wińska - Dolnobrzeska - Średzka - Trzmielowicka - Rubczaka - Płońskiego - LEŚNICA|LEŚNICA - Rubczaka - Trzmielowicka - Średzka - Dolnobrzeska - Wińska - MOKRA",3,30,"2024-11-09","2999-01-01"
138,11,"138","","MOKRZAŃSKA - Mokrzańska - Krępicka - Średzka - Trzmielowicka - Rubczaka - Płońskiego - LEŚNICA|LEŚNICA - Rubczaka - Trzmielowicka - Średzka - Krępicka - Mokrzańska - Średzka - ŻAR",3,30,"2024-11-09","2999-01-01"
142,2,"142","","JARNOŁTÓW - Jarnołtowska - Jerzmanowska - Żernicka - Rogowska - Gubińska - TAT - Otyńska - Fabryczna - Śrubowa - Legnicka - Kazimierza Wielkiego - Pomorska - Reymonta - Osobowicka - Łużycka - Bezpieczna - Obornicka - PAPROTNA|PAPROTNA - Bałtycka - Jugosłowiańska - Łużycka - Osobowicka - Reymonta - Pomorska - Nowy Świat - Legnicka - Strzegomska - TAT - Fabryczna - Strzegomska - TAT - Chociebuska - Rogowska - Żernicka - Jerzmanowska - Jarnołtowska - JARNOŁTÓW",3,30,"2024-11-16","2999-01-01"
143,2,"143","","KMINKOWA - Kminkowa - Cynamonowa - Pełczyńska - Obornicka - Nowaka-Jeziorańskiego - most Milenijny - Milenijna - Wejherowska - Legnicka - Na Ostatnim Groszu - Estakada - Klecińska - Grabiszyńska - Solskiego - Aleja Piastów - Racławicka - Gajowicka - Hallera - Powstańców Śląskich - Kamienna - Borowska - Świeradowska - Morwowa - Gazowa - Tarnogajska - Armii Krajowej - Aleja Wielkiej Wyspy - Mickiewicza - SĘPOLNO|SĘPOLNO - Aleja Wielkiej Wyspy - Armii Krajowej - Tarnogajska - Gazowa - Świeradowska - Borowska - Kamienna - Powstańców Śląskich - Racławicka - Aleja Piastów - Solskiego - Grabiszyńska - Klecińska - Na Ostatnim Groszu - Legnicka - Popowicka - Milenijna - most Milenijny - Obornicka - Pełczyńska - Cynamonowa - Kminkowa - KMINKOWA",3,30,"2024-10-12","2999-01-01"
144,2,"144","","ZWYCIĘSKA - Zwycięska - Ołtaszyńska - Wojszycka - Sudecka - Wiśniowa - Hallera - Gajowicka - Szczęśliwa - Zielińskiego - Piłsudskiego - Podwale - mosty Mieszczańskie - Dubois - Drobnera - Chrobrego - pl. Powstańców Wielkopolskich - Trzebnicka - Żmigrodzka - Kamieńskiego - POLANOWICE|POLANOWICE - Żmigrodzka - Trzebnicka - pl. Powstańców Wielkopolskich - Chrobrego - Dubois - Mostowa - Podwale - Piłsudskiego - Zielińskiego - Gajowicka - Wiśniowa - Sudecka - Wojszycka - Ołtaszyńska - Zwycięska - ZWYCIĘSKA",3,30,"2024-11-17","2999-01-01"
145,2,"145","","SĘPOLNO - Mickiewicza - Monte Cassino - Dembowskiego - Aleja Wielkiej Wyspy - Wróblewskiego - Wajdy - Skłodowskiej-Curie - rondo Reagana - pl. Grunwaldzki - Oławska - Podwale - Piłsudskiego - Peronowa - Ślężna - Gliniana - Borowska - Świeradowska - Bardzka - Buforowa - VIVALDIEGO|VIVALDIEGO - Bardzka - Świeradowska - Borowska - Peronowa - Kościuszki - Krasińskiego - pl. Powstańców Warszawy - pl. Grunwaldzki - rondo Reagana - Skłodowskiej-Curie - Wróblewskiego - Aleja Wielkiej Wyspy - Dembowskiego - Monte Cassino - Mickiewicza - SĘPOLNO",3,30,"2024-09-14","2999-01-01"
146,2,"146","","BARTOSZOWICE - Bacciarellego - Dembowskiego - Aleja Wielkiej Wyspy - Wróblewskiego - Wajdy - Skłodowskiej-Curie - rondo Reagana - pl. Grunwaldzki - Oławska - Podwale - Piłsudskiego - Peronowa - Ślężna - Gliniana - Borowska - Armii Krajowej - Bardzka - Świeradowska - GAJ - PĘTLA|GAJ - PĘTLA - Bardzka - Armii Krajowej - Borowska - Peronowa - Kościuszki - Krasińskiego - pl. Powstańców Warszawy - pl. Grunwaldzki - rondo Reagana - Skłodowskiej-Curie - Wróblewskiego - Aleja Wielkiej Wyspy - Dembowskiego - Bacciarellego - BARTOSZOWICE",3,30,"2024-11-04","2999-01-01"
147,2,"147","","KŁOKOCZYCE - Kłokoczycka - Zakrzowska - Krzywoustego - Gorlicka - ks. Mariana Stanety - MULICKA|MULICKA - Bora-Komorowskiego - Zakrzowska - Kłokoczycka - KŁOKOCZYCE",3,30,"2024-09-01","2999-01-01"
148,2,"148","","LEŚNICA - Płońskiego - Trzmielowicka - Średzka - Kosmonautów - Złotnicka - Małopolska - Halicka - 11 Listopada - Jerzmanowska - Żernicka - Rogowska - Gubińska - TAT - Podwale - Dworcowa - DWORZEC GŁÓWNY (DWORCOWA)|DWORZEC GŁÓWNY (DWORCOWA) - Podwale - TAT - Chociebuska - Rogowska - Żernicka - Jerzmanowska - 11 Listopada - Halicka - Małopolska - Wielkopolska - Złotnicka - Kosmonautów - Płońskiego - LEŚNICA",3,30,"2024-09-01","2999-01-01"
149,2,"149","","KUŹNIKI - Kołobrzeska - Hermanowska - Kołobrzeska - Żernicka - Rogowska - Gubińska - TAT - Podwale - Kościuszki - Krasińskiego - pl. Powstańców Warszawy - pl. Grunwaldzki - PL. GRUNWALDZKI|PL. GRUNWALDZKI - rondo Reagana - pl. Grunwaldzki - Oławska - Podwale - TAT - Chociebuska - Rogowska - Żernicka - Kołobrzeska - KUŹNIKI",3,30,"2024-09-01","2999-01-01"
150,2,"150","","LITEWSKA - Litewska - Żmudzka - Kiełczowska - Gorlicka - ks. Mariana Stanety - Bierutowska - Królewska - OSIEDLE SOBIESKIEGO|OSIEDLE SOBIESKIEGO - Dobroszycka - Bierutowska - ks. Mariana Stanety - Gorlicka - Litewska - Kiełczowska - Żmudzka - Litewska - LITEWSKA",3,30,"2024-11-12","2999-01-01"
151,2,"151 ","","PAWŁOWICE (WIDAWSKA) - Widawska - Pawłowicka - Przedwiośnie - Starodębowa - Azaliowa - Bora-Komorowskiego - Krzywoustego - Brücknera - Kochanowskiego - pl. Grunwaldzki - rondo Reagana - Skłodowskiej-Curie - REJA|PL. GRUNWALDZKI - rondo Reagana - pl. Grunwaldzki - Kochanowskiego - Brücknera - Krzywoustego - Bora-Komorowskiego - Przedwiośnie - Starodębowa - Pawłowicka - Widawska - PAWŁOWICE (WIDAWSKA)",3,30,"2024-09-01","2999-01-01"
152,2,"152","","BLACHARSKA - Blacharska - Lakiernicza - Ojca Beyzyma - Hallera - Ostrowskiego - Krzemieniecka - Stanisławowska - Mińska - TAT - Gubińska - Chociebuska - Hermanowska - Koszalińska - Metalowców - Lotnicza - Królewiecka - TARCZYŃSKI ARENA (KRÓLEWIECKA)|TARCZYŃSKI ARENA (KRÓLEWIECKA) - Śląska - Lotnicza - Metalowców - Hermanowska - Gubińska - TAT - Mińska - Stanisławowska - Krzemieniecka - Petuniowa - Hallera - Ojca Beyzyma - Lakiernicza - Blacharska - BLACHARSKA",3,30,"2024-09-01","2999-01-01"
206,2,"206","","PORT LOTNICZY - Graniczna - TAT - Podwale - Kołłątaja - Peronowa - Sucha - DWORZEC AUTOBUSOWY|DWORZEC AUTOBUSOWY - Peronowa - Świdnicka - Podwale - TAT - Graniczna - PORT LOTNICZY",3,40,"2024-09-01","2999-01-01"
240,2,"240","","DWORZEC AUTOBUSOWY - Sucha - Swobodna - Świdnicka - Piłsudskiego - Podwale - mosty Mieszczańskie - Dubois - Drobnera - Chrobrego - pl. Powstańców Wielkopolskich - Słowiańska - Jedności Narodowej - Nowowiejska - Piastowska - rondo Reagana - pl. Grunwaldzki - pl. Powstańców Warszawy - Pułaskiego - Peronowa - Sucha - DWORZEC AUTOBUSOWY",3,40,"2024-11-09","2999-01-01"
241,2,"241","","WROCŁAW NOWY DWÓR (P+R) - Rogowska - Gubińska - TAT - Mińska - Stanisławowska - Krzemieniecka - Petuniowa - Hallera - Aleja Pracy - Inżynierska - Krucza - Gajowicka - Szczęśliwa - Zielińskiego - Swobodna - Sucha - Gliniana - Petrusewicza - Borowska - Peronowa - Kołłątaja - Oławska - pl. Powstańców Warszawy - pl. Grunwaldzki - rondo Reagana - pl. Grunwaldzki - Kochanowskiego - Brücknera - Krzywoustego - Bora-Komorowskiego - Królewska - Przedwiośnie - Starodębowa - Pawłowicka - Widawska - PAWŁOWICE (WIDAWSKA)|PAWŁOWICE (WIDAWSKA) - Pawłowicka - Azaliowa - Okulickiego - Bora-Komorowskiego - Królewska - Bora-Komorowskiego - Krzywoustego - Brücknera - Kochanowskiego - pl. Grunwaldzki - rondo Reagana - pl. Grunwaldzki - Oławska - Piotra Skargi - Kołłątaja - Peronowa - Ślężna - Gliniana - Petrusewicza - Sucha - Swobodna - Zielińskiego - Gajowicka - Krucza - Inżynierska - Hallera - Ostrowskiego - Krzemieniecka - Stanisławowska - Mińska - TAT - Gubińska - Chociebuska - Rogowska - WROCŁAW NOWY DWÓR (P+R)",3,40,"2024-10-28","2999-01-01"
242,2,"242","","KOWALE - Kwidzyńska - Działdowska - Kowalska - Krzywoustego - Aleja Kromera - Jedności Narodowej - Poniatowskiego - Drobnera - Piaskowa - Piotra Skargi - Kołłątaja - Peronowa - Ślężna - Gliniana - Petrusewicza - PETRUSEWICZA|PETRUSEWICZA - Borowska - Peronowa - Kołłątaja - Św. Katarzyny - Piaskowa - Drobnera - pl. Bema - Bema - Poniatowskiego - Jedności Narodowej - Wyszyńskiego - Aleja Kromera - Krzywoustego - Kowalska - Działdowska - Kwidzyńska - KOWALE",3,40,"2024-09-14","2999-01-01"
243,2,"243","","KSIĘŻE WIELKIE - Tyska - Opolska - Krakowska - Traugutta - Pułaskiego - Piotra Skargi - Kołłątaja - Peronowa - Ślężna - Gliniana - Petrusewicza - Sucha - Swobodna - Świdnicka - Kazimierza Wielkiego - Legnicka - Orlińskiego - Horbaczewskiego - Bystrzycka - Bajana - Lotnicza - Kosmonautów - Fieldorfa - Wojanowska - Jeleniogórska - Płońskiego - LEŚNICA|LEŚNICA - Trzmielowicka - Średzka - Jeleniogórska - Wojanowska - Fieldorfa - Kosmonautów - Lotnicza - Bajana - Bystrzycka - Balonowa - Horbaczewskiego - Na Ostatnim Groszu - Legnicka - Kazimierza Wielkiego - Krupnicza - Podwale - Świdnicka - Swobodna - Sucha - Gliniana - Petrusewicza - Borowska - Peronowa - Kołłątaja - Oławska - Traugutta - Krakowska - Opolska - Tyska - KSIĘŻE WIELKIE",3,40,"2024-10-26","2999-01-01"
244,2,"244","","KMINKOWA - Kminkowa - Cynamonowa - Pełczyńska - Obornicka - Broniewskiego - Żmigrodzka - Zakładowa - Rychtalska - Jedności Narodowej - Poniatowskiego - Drobnera - Piaskowa - Piotra Skargi - Kołłątaja - Peronowa - Ślężna - Gliniana - Petrusewicza - PETRUSEWICZA|PETRUSEWICZA - Borowska - Peronowa - Kołłątaja - Św. Katarzyny - Piaskowa - Drobnera - pl. Bema - Bema - Poniatowskiego - Jedności Narodowej - Rychtalska - Słonimskiego - Zakładowa - Broniewskiego - Obornicka - Pełczyńska - Cynamonowa - Kminkowa - KMINKOWA",3,40,"2024-09-14","2999-01-01"
245,2,"245","","PRACZE ODRZAŃSKIE - Brodzka - Stabłowicka - Główna - Maślicka - Pilczycka - Gwarecka - Dokerska - Kozanowska - Popowicka - Starogroblowa - Długa - Poznańska - Zachodnia - Rybacka - Legnicka - Kazimierza Wielkiego - Piotra Skargi - Kołłątaja - Peronowa - Ślężna - Gliniana - Borowska - Petrusewicza - Gliniana - Hubska - Bardzka - Armii Krajowej - Tarnogajska - Gazowa - Tarnogajska - Gazowa - Bardzka - Buforowa - Konduktorska - Centralna - Chińska - Mościckiego - Ziemniaczana - BIEŃKOWICE|BIEŃKOWICE - Mościckiego - Chińska - Mościckiego - Gazowa - Tarnogajska - Armii Krajowej - Bardzka - Hubska - Gliniana - Petrusewicza - Borowska - Peronowa - Kołłątaja - Kazimierza Wielkiego - Legnicka - Zachodnia - Poznańska - Długa - Starogroblowa - Popowicka - Pilczycka - Dokerska - Pilczycka - Maślicka - Główna - Stabłowicka - Brodzka - PRACZE ODRZAŃSKIE",3,40,"2024-11-16","2999-01-01"
246,2,"246","","KOZANÓW - Kozanowska - Dokerska - Pilczycka - Hutnicza - Bajana - Bystrzycka - Hermanowska - Gubińska - TAT - Klecińska - Grabiszyńska - Piłsudskiego - Świdnicka - Swobodna - Sucha - Gliniana - Petrusewicza - Borowska - Peronowa - Kołłątaja - Oławska - pl. Powstańców Warszawy - Wyszyńskiego - Boya-Żeleńskiego - Kasprowicza - Czajkowskiego - Sołtysowicka - Redycka - SOŁTYSOWICE|SOŁTYSOWICE - Sołtysowicka - Koszarowa - Kasprowicza - Boya-Żeleńskiego - Aleja Kromera - Wyszyńskiego - pl. Powstańców Warszawy - Oławska - Piotra Skargi - Kołłątaja - Peronowa - Ślężna - Gliniana - Petrusewicza - Sucha - Swobodna - Świdnicka - Grabiszyńska - Klecińska - TAT - Chociebuska - Hermanowska - Koszalińska - Bystrzycka - Bajana - Lotnicza - Górnicza - Gwarecka - Dokerska - Kozanowska - KOZANÓW",3,40,"2024-11-16","2999-01-01"
247,2,"247","","GIEŁDOWA (CENTRUM HURTU) - Giełdowa - Karmelkowa - Wałbrzyska - Przyjaźni - Karkonoska - Powstańców Śląskich - Swobodna - Sucha - Gliniana - Petrusewicza - Borowska - Peronowa - Świdnicka - Kazimierza Wielkiego - Drobnera - Chrobrego - pl. Powstańców Wielkopolskich - Trzebnicka - Żmigrodzka - Kamieńskiego - POLANOWICE|POLANOWICE - Żmigrodzka - Trzebnicka - pl. Powstańców Wielkopolskich - Chrobrego - Drobnera - Grodzka - Nowy Świat - Kazimierza Wielkiego - Krupnicza - Podwale - Kołłątaja - Peronowa - Ślężna - Gliniana - Petrusewicza - Sucha - Swobodna - Powstańców Śląskich - Karkonoska - Letnia - Krzycka - Wałbrzyska - Karmelkowa - Giełdowa - GIEŁDOWA (CENTRUM HURTU)",3,40,"2024-11-16","2999-01-01"
248,2,"248","","RACŁAWICKA - Racławicka - Skarbowców - Sowia - Powstańców Śląskich - Swobodna - Sucha - Gliniana - Petrusewicza - Borowska - Peronowa - Świdnicka - Kazimierza Wielkiego - Drobnera - Chrobrego - pl. Powstańców Wielkopolskich - Trzebnicka - Żmigrodzka - Poświęcka - POŚWIĘCKA (OŚRODEK ZDROWIA)|POŚWIĘCKA (OŚRODEK ZDROWIA) - Kuklińskiego - Żmigrodzka - Trzebnicka - pl. Powstańców Wielkopolskich - Chrobrego - Drobnera - Grodzka - Nowy Świat - Kazimierza Wielkiego - Krupnicza - Podwale - Kołłątaja - Peronowa - Ślężna - Gliniana - Petrusewicza - Sucha - Swobodna - Powstańców Śląskich - Krzycka - Sowia - Skarbowców - Racławicka - RACŁAWICKA",3,40,"2024-11-16","2999-01-01"
249,2,"249","","JARNOŁTÓW - Jarnołtowska - Jerzmanowska - Żernicka - TAT - Podwale - Kołłątaja - Peronowa - Ślężna - Gliniana - Petrusewicza - Borowska - Grota-Roweckiego - Kurpiów - Strachowskiego - Zwycięska - Karkonoska - Wyścigowa - Waligórskiego - Karkonoska - KRZYKI|KRZYKI - Waligórskiego - Wyścigowa - Zwycięska - Strachowskiego - Kurpiów - Grota-Roweckiego - Borowska - Petrusewicza - Borowska - Peronowa - Świdnicka - Podwale - TAT - Żernicka - Jerzmanowska - Jarnołtowska - JARNOŁTÓW",3,40,"2024-09-01","2999-01-01"
250,2,"250","","DWORZEC GŁÓWNY - Peronowa - Pułaskiego - pl. Powstańców Warszawy - Piastowska - Nowowiejska - Jedności Narodowej - Słowiańska - pl. Powstańców Wielkopolskich - Chrobrego - Dubois - Mostowa - Podwale - Piłsudskiego - Świdnicka - Swobodna - Peronowa - DWORZEC GŁÓWNY",3,40,"2024-11-09","2999-01-01"
251,2,"251","","KRZYKI - Karkonoska - Sowia - Skarbowców - Racławicka - Aleja Piastów - Solskiego - Grabiszyńska - Piłsudskiego - Świdnicka - Swobodna - Sucha - Gliniana - Petrusewicza - Borowska - Peronowa - Kołłątaja - Św. Katarzyny - Piaskowa - Drobnera - pl. Bema - Bema - Poniatowskiego - Jedności Narodowej - Wyszyńskiego - Aleja Kromera - Krzywoustego - ks. Mariana Stanety - Gorlicka - Litewska - Kiełczowska - Żmudzka - Litewska - LITEWSKA|LITEWSKA - Żmudzka - Kiełczowska - Gorlicka - ks. Mariana Stanety - Krzywoustego - Aleja Kromera - Jedności Narodowej - Poniatowskiego - Drobnera - Piaskowa - Piotra Skargi - Kołłątaja - Peronowa - Ślężna - Gliniana - Borowska - Petrusewicza - Sucha - Swobodna - Świdnicka - Grabiszyńska - Solskiego - Aleja Piastów - Racławicka - Skarbowców - Sowia - Karkonoska - KRZYKI",3,40,"2024-09-01","2999-01-01"
253,2,"253","","LEŚNICA - Płońskiego - Trzmielowicka - Średzka - Kosmonautów - Złotnicka - Małopolska - Kamiennogórska - Kosmonautów - Lotnicza - Legnicka - Kazimierza Wielkiego - Krupnicza - Podwale - Świdnicka - Swobodna - Sucha - Gliniana - Borowska - Petrusewicza - Borowska - Peronowa - Kołłątaja - Oławska - pl. Powstańców Warszawy - Szczytnicka - rondo Reagana - Skłodowskiej-Curie - Wróblewskiego - Olszewskiego - Bacciarellego - Monte Cassino - Mickiewicza - SĘPOLNO|SĘPOLNO - Monte Cassino - Bacciarellego - Spółdzielcza - Olszewskiego - Wróblewskiego - Wajdy - Skłodowskiej-Curie - rondo Reagana - Skłodowskiej-Curie - Wyszyńskiego - pl. Powstańców Warszawy - Oławska - Piotra Skargi - Kołłątaja - Peronowa - Ślężna - Gliniana - Borowska - Petrusewicza - Sucha - Swobodna - Świdnicka - Kazimierza Wielkiego - Legnicka - Lotnicza - Kosmonautów - Kamiennogórska - Małopolska - Wielkopolska - Złotnicka - Kosmonautów - Płońskiego - LEŚNICA",3,40,"2024-10-28","2999-01-01"
255,2,"255","","VIVALDIEGO - Buforowa - Bardzka - Świeradowska - Borowska - Ślężna - Petrusewicza - Borowska - Peronowa - Kołłątaja - Oławska - pl. Powstańców Warszawy - Szczytnicka - rondo Reagana - Skłodowskiej-Curie - Wróblewskiego - Olszewskiego - Spółdzielcza - Monte Cassino - Mickiewicza - SĘPOLNO|SĘPOLNO - Monte Cassino - Spółdzielcza - Olszewskiego - Wróblewskiego - Wajdy - Skłodowskiej-Curie - rondo Reagana - Skłodowskiej-Curie - Wyszyńskiego - pl. Powstańców Warszawy - Oławska - Piotra Skargi - Kołłątaja - Peronowa - Ślężna - Gliniana - Petrusewicza - Borowska - Świeradowska - Bardzka - Buforowa - VIVALDIEGO",3,40,"2024-10-28","2999-01-01"
257,2,"257","","OPORÓW - Grabiszyńska - Hallera - Powstańców Śląskich - Swobodna - Sucha - Gliniana - Petrusewicza - Borowska - Peronowa - Świdnicka - Kazimierza Wielkiego - Pomorska - Reymonta - Broniewskiego - Bałtycka - Jugosłowiańska - Łużycka - Osobowicka - Wędkarzy - RĘDZIN|RĘDZIN - Osobowicka - Łużycka - Bezpieczna - Obornicka - Bałtycka - Reymonta - Pomorska - Nowy Świat - Kazimierza Wielkiego - Krupnicza - Podwale - Kołłątaja - Peronowa - Ślężna - Gliniana - Petrusewicza - Sucha - Swobodna - Powstańców Śląskich - Hallera - Grabiszyńska - OPORÓW",3,40,"2024-11-16","2999-01-01"
259,2,"259","","STRUMYKOWA - Strachocińska - Swojczycka - Mickiewicza - Paderewskiego - Moniuszki - Kochanowskiego - Piastowska - Sienkiewicza - Drobnera - Piaskowa - Piotra Skargi - Kołłątaja - Peronowa - Ślężna - Gliniana - Borowska - Petrusewicza - Ślężna - Wojszycka - Ołtaszyńska - Zwycięska - ZWYCIĘSKA|ZWYCIĘSKA - Ołtaszyńska - Wojszycka - Ślężna - Petrusewicza - Borowska - Peronowa - Kołłątaja - Św. Katarzyny - Piaskowa - Drobnera - Sienkiewicza - pl. Grunwaldzki - Kochanowskiego - Moniuszki - Paderewskiego - Mickiewicza - Swojczycka - Strachocińska - STRUMYKOWA",3,40,"2024-11-17","2999-01-01"
310,2,"310","","PARAFIALNA - Parafialna - Pawia - Asfaltowa - Lutosławskiego - Buforowa - VIVALDIEGO|VIVALDIEGO - Lutosławskiego - Asfaltowa - Pawia - Parafialna - PARAFIALNA",3,30,"2024-09-01","2999-01-01"
